Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Software Development Manager,$44K-$115K (Glassdoor est.),"Amazon WorkSpaces is revolutionizing enterprise end user computing by providing fully managed Desktop-as-a-Service (DaaS) solutions from the AWS Cloud. Organizations can easily provision cloud-based desktops that allow their end-users to access documents, applications and the resources they need with the device of their choice, including laptops, iPad, Kindle Fire, Android tablets, and zero clients. With a few clicks in the AWS Management Console, customers can provision a high-quality cloud desktop experience for any number of users at a cost that is highly competitive with traditional desktops and half the cost of most virtual desktop infrastructure (VDI) solutions. This AWS offering has an immense green-field market to tap into, and has tremendous opportunity for growth.

We are looking for a seasoned Software Development Manager, ideally with a decade or more of software development experience. A successful candidate will be responsible for managing a team of outstanding engineers and developers, make multi-year architectural decisions and lead R&D efforts to drive critical growth areas for the product.

You will lead a team of engineers to drive design, architecture, and vision for their services while having a worldwide impact. The opportunity to make an impact in this role is only limited by the personal capacity of the candidate! If this sounds like the opportunity youve been working towards and would like to deliver, please contact us today.

Software Development Managers at Amazon are expected to quickly understand organizational and product goals while being able to map them to project deliverables. They must be able to divide tasks across a team and manage team execution. They are fully responsible for the day to day operations of the team and held to a high standard on the quality of product produced and the quality of ongoing support and maintenance provided to our customers. They must build effective teams, organizational structure and hire and develop the best talent to execute on their vision.

Amazon WorkSpaces is revolutionizing enterprise end user computing by providing fully managed Desktop-as-a-Service (DaaS) solutions from the AWS Cloud. Organizations can easily provision cloud-based desktops that allow their end-users to access documents, applications and the resources they need with the device of their choice, including laptops, iPad, Kindle Fire, Android tablets, and zero clients. With a few clicks in the AWS Management Console, customers can provision a high-quality cloud desktop experience for any number of users at a cost that is highly competitive with traditional desktops and half the cost of most virtual desktop infrastructure (VDI) solutions. This AWS offering has an immense green-field market to tap into, and has tremendous opportunity for growth.

We are looking for a seasoned Software Development Manager, ideally with a decade or more of software development experience. A successful candidate will be responsible for managing a team of outstanding engineers and developers, make multi-year architectural decisions and lead R&D efforts to drive critical growth areas for the product.

You will lead a team of engineers to drive design, architecture, and vision for their services while having a worldwide impact. The opportunity to make an impact in this role is only limited by the personal capacity of the candidate! If this sounds like the opportunity youve been working towards and would like to deliver, please contact us today.

Software Development Managers at Amazon are expected to quickly understand organizational and product goals while being able to map them to project deliverables. They must be able to divide tasks across a team and manage team execution. They are fully responsible for the day to day operations of the team and held to a high standard on the quality of product produced and the quality of ongoing support and maintenance provided to our customers. They must build effective teams, organizational structure and hire and develop the best talent to execute on their vision.

Basic Qualifications

· Bachelor Degree or equivalent years of experience
· 7+ years of software development experience
· 3+ years of people management experience



Preferred Qualifications

· Master Degree or PhD in Computer Science, Computer Engineering or related field.
· 10+ years of software development experience
· 5+ years of people management experience
· Experience managing multiple concurrent programs, projects and development teams in an Agile environment
· Experience designing and building customer facing products
· Experience building large scale distributed systems
· Excellent verbal and written communication skills
· Strong analytical skills with excellent problem solving
· Proven track record of delivery
· Meets/exceeds Amazons leadership principles requirements for this role
· Meets/exceeds Amazons functional/technical depth and complexity for this role


Amazon is an Equal Opportunity Employer Women / Minority / Disability / Veteran / Gender Identity / Sexual Orientation / Age",3.9,"Amazon
3.9","Bellevue, WA","Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),"Google, Microsoft, Walmart"
"Principal Product Manager, Knowledge Assets",$44K-$115K (Glassdoor est.),"The Role

Outreach is transforming how companies engage with their customers. As Principal Product Manager for our Knowledge Assets, you drive strategy and execution on product capabilities that are central to how Outreach extracts, organizes and harnesses knowledge. Outreach is in a hyper-growth stage, and looking for product leaders who thrive in an entrepreneurial environment, bring proven best practices that lead to quality outcomes, and are excited to join one of the fastest-growing SaaS companies in a role with real impact.
Your Daily Tasks Will Include
Driving the knowledge assets area for Outreach - defining the vision, strategy, and roadmap for the area
Partnering with engineering to build and maintain a roadmap around our prioritized knowledge assets to serve our end customers
Define and own the core metrics to measure the quality of knowledge assets
Lead product discovery and roadmap sessions with key prospects and customers
Partner with product marketing to develop enablement and positioning collateral to share the work with the world
Basic Qualifications
10+ years of experience building great products, including responsibilities driving prioritization, trade-offs, and timelines
High intellectual horse-power, deeply analytical, high EQ, curious, process oriented. Knows the art (user love) and science (metrics based growth) of product management
Strong technical aptitude; deeply familiar with modern application development and hyper-focused on data. Experience with AI, ML, graphs and complex data structures
Strong people skills; can hype up a team rally behind a common product mission
Experience building experiences that are useful and delightful
Ability to define long-term business strategy, and drive impact on short-term product goals
Self-starter that thrives in an entrepreneurial, fast-paced environment with the demonstrated capacity to lead, motivate and work well with others
Deep understanding of customer needs, and strong motivation to tackle their problems
Demonstrated technical proficiency and effectiveness working closely with engineers
Strong skills around cross-functional collaboration, influence, and communicationAbility to achieve clarity and drive focus in complex domains
Strong analytical abilities and prior experience with building business cases, data analysis, and problem-solving
Preferred Qualifications
Built, managed and maintained a product line in a related GTM motion in B2B/SaaS application stack
Bachelor's degree; MBA or related graduate degree preferred
Why You’ll Love It Here

• 100% medical, dental, and vision coverage for full-time employees
• Flexible time off
• 401k to help you save for the future
• Company-organized and personal paid volunteer days to support the community that supports us
• Fun company and team outings because we play just as hard as we work
• Diversity and inclusion programs that promote employee resource groups like OWN (Outreach Women's Network)
• A parental leave program that includes not just extended time off but options for a paid night nurse, food delivery, gradual return to work, and the Gottman Institute's Bringing Home Baby course for new parents
• Employee referral bonuses to encourage the addition of great new people to the team
• Plus, unlimited snacks and beverages in our kitchen",4.3,"Outreach
4.3","Seattle, WA","Seattle, WA",201 to 500 employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
Content Marketing Manager,$44K-$115K (Glassdoor est.),"Looking for an Amazing Content Marketing Manager Job?

Are you unruly with a desire to do good? Got a BIG heart for people stories? Do you love capturing the perfect shot, posting on the fly, get pumped up with challenges that let your strengths shine in brand storytelling on digital platforms and social media to foster a human connection?


Then we have a job for you! We're growing fast and looking for a well-rounded digital marketer skilled in writing, web content creation, social media management, and managing a brand's message and voice together with the audience information needs.

There is an incredible demand for the service and experiences that we're creating. We're in the business of serving seniors in assisted living and memory care who have lived amazing lives and we work to help them embrace the possibilities of each day. We are passionately committed to celebrating their beauty and bragging about the colleagues who work creatively to elevate our resident experiences as we work to redefine senior living. Lastly, we are a well-known brand of servant-based leaders looking for one more. You.

This role is a hands-on role responsible for strategic planning and tactic execution and works collaboratively with PR, Digital Marketing, contractors and cross-functionally within the company, reporting to the Director of Marketing Communication. As a brand storyteller and social guru, you will lead content creation across platforms and in support of acquisition and retention.

A day in the life…


Propose and execute on creative ideas for content that supports marketing campaigns, social content, web content and other creative asset needs across the full customer funnel and across several target customer personas.
Develop a content marketing calendar that aligns with the brand direction and meets the objectives of the business. Drive social media strategy and organic content planning and creation to increase followers and engagement of key audience segments
Manage day-to-day social media activities, monitoring, optimizing, responding, and engaging with our social community.
Lead and produce effective written marketing assets from microcopy and marketing calls-to-action to long-form story arcs for our website and blogs.
Use Mad photography skills to capture life in motion and support video creation.
Intense fisher of stories, endlessly curious and driven to tell the stories of our residents, employees, and families in innovative and compelling ways for the brand and to drive business.
Draw insights from KPIs related to content and institutionalize successes and learnings for future marketing needs.
Support community requests for marketing content support.
Bring energy, ideas and fresh perspective to a team that values all three.
Reflect your team player mentality in our growing company by signing up to help partners on marketing projects as is needed.
Where You've Been:


You have a Bachelor's Degree in English, Communications Marketing, Business or a related field with 4 to 6 years of marketing communications, product marketing, and copywriting and blogging experience.
Experience in strategy and execution of social media management, writing for various types of media including web content, sales/B2C, material, user experience copy, and video. Knowledge and/or experience creating and curating website content is preferred.
Demonstrated visual storytelling. Strong written and verbal communication skills required. Project management experience preferred.
Passion to serve others and lack of ego when stakeholders provide feedback.
Some reasons why you'd want to work with us:
You want to play a high profile part in a growing profitable company.
You value authenticity and a work environment that values who you are and what you can do.
You're looking for a big challenge that involves lots of variety, collaboration. inventiveness, entrepreneurism and on-your-toes thinking.
You want to work alongside people who are passionate, friendly, and helpful.
You value diversity, equity, and inclusion. Professional growth - we believe in helping each member of our team grow personally and professionally.
Smart teammates and the ability to learn all facets of what makes a business successful.
Professional development opportunities through conferences, workshops, and training.
Competitive benefits and compensation package.
Aegis redefines Assisted Living as you know it. Our Assisted Living Communities provide our residents a sophisticated lifestyle to include professional staff, enriching activities, and irresistible cuisine. We are honored to have received awards recognizing our excellence in the field of elder care at the state and national levels, with accolades from Seattle Business Magazine, Inc. Magazine, KING -5 Evening Magazine's Best of the Best, Senior Housing Forum for Best Design, and includes the 2017 Glassdoor Employees Choice Award.

Discover additional information at www.aegisliving.com/careers",4.0,"Aegis Living
4.0","Bellevue, WA","Bellevue, WA",1001 to 5000 employees,1997,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1
On-Site Project Manager,$44K-$115K (Glassdoor est.),"On-Site Project Manager

This On-Site Project Manager position will be based at federal agency project site located in the Seattle, Washington area. The On-Site Project Manager is responsible to manage, monitor and coordinate day-to-day ongoing facilities related issues, professional interaction with Client representatives, and developing and mentoring Ahtna staff supporting the project. Oversees the functioning of building systems including mechanical, electrical, fire/life safety, and elevators. May manage the maintenance of buildings and grounds. Personal initiative and critical thinking skills will be essential to complete job duties with minimal guidance. Position requires the ability to set priorities, take ownership of tasks, work efficiently, and provide a consistent level of high quality in a high-pressure environment. Demonstrates innovation, excellent communication skills, and a high level of customer service. The On-Site Project Manager provides timely and accurate communications to staff and management with the project requirements and ensures supporting staff member properly utilized.

Auto req ID
1268BR
Subsidiary
Ahtna Environmental Inc
Job Location (State)
Washington
City
Seattle
Posting Title
On-Site Project Manager
Posting Type
External & Internal
Salary
DOE
Essential Duties & Responsibilities

Overall project management direction including management of more than 20 employees
Plan, organize, and staff key field positions through regional department heads or other Project Managers
Establish project objectives, policies, procedures, and performance standards within boundaries of corporate policy
Initiate and maintain liaison with Client
Mentor employees including junior level staff
Monitor/control work tasks through administrative direction of on-site Supervisor to ensure all tasks are built on schedule and within budget
Conduct quality control activities and implement corrective measures on any deficient work elements
Manage financial aspects of contract to protect company's interest and simultaneously maintain good relationship with Client
Coordinate maintenance, scheduling issues, defining work scope, installation and repair follow up, and staffing issues
Follow up on preventative maintenance issues, confirm schedules for each task
Ensure compliance with all quality, regulatory, and security processes
Operate client provided facility maintenance software program

Qualification Requirements

Bachelor's degree (four-year college or university) Business Administration or a Technical Field

Minimum of 8 years of experience in the construction/building maintenance industry

Minimum 5 years of leading complex projects within budgets in excess of $500K, and managing a direct report team size of 15+ people

Strong knowledge of Microsoft Office Suite such as Word, Excel, PowerPoint, Project, and Outlook

Valid driver's license and clean driving record, ability to operate company vehicles

Ability to pass a pre-employment background check and drug screening

Ability to pass a background check for Federal Agency to obtain security access badging

United States Citizen or Permanent Resident

Knowledge of principles and practices of safety management

Knowledge of pertinent local, state and federal laws, ordinances, codes, and rules

Preferred Qualifications

Professional Registration such as PE, PG, or PMP

Experience and knowledge of Alaska Native cultures

Shareholder Preference
Pursuant to PL 93-638, as amended, preference will be given to qualified Ahtna Native Corporation
Shareholders, Descendants, and Spouses in all phases of employment.

Physical Demands (Note: Reasonable accommodations may be made to enable individuals with disabilities to perform the essential job functions.)

Frequent walking, sitting, standing, stooping for prolonged periods of time, using hands/fingers requiring dexterity, should have good hand-eye coordination and motion control in coordination with handling tools, equipment and other related components.

Talking, hearing (frequently communicates with field personnel via various modes, i.e. radio; must be able to relay accurate information), and seeing (up close, at a distance, along the periphery, with depth, color perception, and the ability to adjust focus); walking from place to place within the project location with occasional use of stairs and if no elevator available; bending, pushing, pulling, kneeling and standing for up to 12 hours.

Potential of lifting up to 50 pounds such as equipment and other materials.

Supervision

This position works independently under general supervision of the Regional Director in the Seattle Office. Candidate also receives non-supervisory guidance from the site designated Government Point of Contact (often the Facility Manager). Performance is evaluated in terms of effectiveness in successful completion of assigned work tasks on time, taking initiative within job responsibilities, and ability to foster and maintain constructive and positive work relationships with all staff and management.

Work Environment

May be indoors or outdoors subject to confined spaces, changes in temperature, weather conditions
and noise levels.

Ahtna Environmental, Inc. is an Equal Opportunity Employer/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard for race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, genetic information, marital status, amnesty, or protected veteran status. Native preference applies under PL 93-638. We participate in the E-Verify Employment Verification Program.",2.6,"Ahtna Engineering Incorporated
2.6","Seattle, WA","Anchorage, AK",1001 to 5000 employees,1972,Company - Private,Consulting,Business Services,$100 to $500 million (USD),-1
Marketing Project Manager,$44K-$115K (Glassdoor est.),"At RedCloud, our Marketing Project Managers also function as business consultants, and are able to think and act beyond applying and managing standard tools. We are entrusted to bring fresh perspectives and best practices for designing or validating project assumptions, goals, approach, and expected returns before executing. Our clients hire us for our ability to take projects from design through execution with limited to no guidance and with a high energy and “value-add” mentality.

RedCloud Consulting is a business and IT consulting company with local Puget Sound Enterprise and Mid-sized clients. We have been recognized by Seattle Business Magazine and ranked #1 on their “Best Companies to Work for in Washington” for Mid-Sized Businesses list, awarded #1 Fastest Growing Company in Washington by Puget Sound Business Journal, and named on the Inc. 500/5000 list.

Responsibilities include but are not limited to (will vary by experience level):
Experience defining and applying audience messaging frameworks across complex, multi geography audiences. Your communications abilities will be critical in reaching many diverse audiences with the most most pressing or complex problems.
Proven ability to conduct a landscape assessment of key project stakeholders to determine relevant stakeholder knowledge, gaps/challenges, and other risks/obstacles to success. Further, develop execution, risk mitigation, and communications plans, to create a repeatable marketing communications framework for quality execution.
Ability to develop a strong working relationship with the client and confirm his/her expectations, including in-scope deliverables, format, status reporting content and cadence, feedback, and transition plans.
Works in a trusted adviser capacity for the client, providing thought leadership beyond expectations and developing a road-map for long-term strategy (if applicable).
Exceptional ability to implement and evangelize use of project management best practices (e.g., project plans, weekly status reports and meetings, prioritized issues resolution log, risk log including mitigation measures, transition plans).
Ability to develop and present prioritized findings from a communications gap analysis (e.g., when aligning business requirements against proposed internal or commercial technology solutions).
Lead stakeholder meetings and provide follow-up minutes (as appropriate), leveraging best practices.
Required Skills, Knowledge and Abilities (will vary by experience level):
Exceptional written and verbal communication skills.
Demonstrated experience in developing and delivering management-level presentations.
Solid facilitation skills applied across program stakeholder meetings at multiple management levels.
Leadership skills (visionary, clarity of purpose, motivated, relentless execution)
Cross-functional group coordination and collaboration.
Ability to thrive in ambiguous or rapidly changing environments.
Desire and ability to learn quickly and work in a fast-paced environment.
Self-starter, working effectively independently and within a team environment.
Detail-oriented, process-oriented, results-driven.
Seeks, accepts, and acts on feedback.
Required Education & Experience:
Minimum BA/BS degree from a four-year accredited university.
Demonstrated 4+ years of experience in communications management and management consulting.
MBA or graduate degree in a technical field, preferred
About Us:

RedCloud is a boutique Management Consulting firm founded in 1995, based in Bellevue, WA with a primary goal of empowering businesses to realize their potential and reach peak performance. We do this with a complete and unwavering focus on accountability, dependability and results. We achieve this by providing a broad array of both Business and IT consulting services in addition to staffing solutions to our clients. Our professional services include Strategic Planning, Process Improvement, Project Management, IT Management, Sales and Marketing, Business Intelligence and Cyber Security Services.

Learn more about us at redcloudconsulting.com.",4.6,"RedCloud Consulting
4.6","Redmond, WA","Bellevue, WA",51 to 200 employees,1995,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,"Unify Consulting, Simplicity Consulting, Bridge Partners"
Project Manager,$44K-$115K (Glassdoor est.),"A Project Manager role located in Bothell, WA is currently available through Belcan. The Project Manager will support explosive growth due to our increased production related to COVID-19 as well as expansion into our core markets. If you are excited about being part of a larger team helping to achieve the mission of making a world class medical device, then apply today!

Project Manager duties:
Lead the outsourcing of our critical sub-assemblies
Supplier Management - establish and track performance of chosen suppliers
Presentation to leadership regarding project status, including performance, needs, costs and
timelines to completion
Work closely with our partners to train them on our systems and tooling
Drive execution and accountability from our suppliers
Ensure that good relationships with key customers and suppliers are developed, maintained and
strengthened
Establish, populate and manage capital assets that are located through the world that are
supporting our devices

EDUCATION AND EXPERIENCE REQUIRED:
3+ years of experience in successful Contract Manufacturing roles
Strong customer interaction capabilities. Good business acumen.
Leadership abilities in order to lead and influence others. Ability to lead without formal authority.
Demonstrated track record of success as a hands-on project manager for medical devices or
related high-tech product line.
Demonstrated ability to manage multiple timelines and customer programs concurrently and to
provide timely and accurate status reports needed to manage the business.
Ideally some Lean and/or Six Sigma experience
Strong work ethic and high level of confidentiality
If you are interested in this Project Manager role located in Bothell, WA please apply via the 'apply now' link provided.

Belcan is a global supplier of engineering, technical recruiting, and IT services to customers in the aerospace, industrial, and government sectors. Belcan engineers"" better outcomes through adaptive and integrated services-from jet engines, airframe, and avionics to heavy vehicles, chemical processing, and cybersecurity. Belcan takes a partnering approach to provide customer-driven solutions that are flexible, scalable, and cost-effective. Our unique capabilities have led to continuous growth and success for over 60 years. We are a team-driven Equal Opportunity Employer committed to workforce diversity. All qualified applicants will receive consideration for employment without regard to status as a protected veteran or a qualified individual with a disability, or other protected status such as race, religion, color, national origin, sex, sexual orientation, gender identity, genetic information, pregnancy or age.",-1,The Kemtah Group,"Bothell, WA",-1,-1,-1,-1,-1,-1,-1,-1
Project Manager,$44K-$115K (Glassdoor est.),"We are currently accepting applications for the Project Manager position at our Renton office. Successful candidates will have excellent interpersonal skills and must be outcome-oriented. Improves the project manager role's efficiency and communication. Determines and works to meet a variety of requirements with minimal oversight. Maintains relationships with large customers, contractors, water departments, and suppliers.
Responsibilities include but are not limited to:
Defining customer and water department requirements and working with technicians to create an estimate for the customer.
Organizing and coordinating between technicians, customer, water department, parts suppliers, and rental companies to execute each job.
Following up with involved parties to verify requirements were met, and billing the customer.
May perform other office roles as time and availability allow.
Job Type: Full-time
Salary: $17.00 to $21.00 /hour
License:
Washington State Driver's (Required)
Work authorization:
United States (Required)
Work Location:
One location
Benefits:
Paid time off
Flexible schedule
Schedule:
Monday to Friday
No weekends
Day shift
8 hour shift
Company's website:
www.backflowsnorthwest.com
Company's Facebook page:
facebook.com/backflowsnorthwest/
Work Remotely:
Temporarily due to COVID-19",5.0,"Backflows Northwest
5.0","Renton, WA","Bellevue, WA",1 to 50 employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
Senior Project Manager,$44K-$115K (Glassdoor est.),"AG Consulting Partners, Inc. is a Redmond-based consulting firm. Our mission is to embrace the entrepreneurial spirit to relentlessly deliver an exceptional experience and results for our people and our clients. We transform our clients' business by leading strategic initiatives and providing innovative business solutions. We're humbled to be consistently acknowledged by local and national organizations for our success, including Consulting Magazine, Puget Sound Business Journal, and Inc. 5000. AG Consulting Partners is seeking a Senior Project Manager for a variety of engagements. Qualified candidates will hold experience within one or more of the following areas as a PM: Marketing, Technical, Operations and/or Service Delivery.

Responsibilities:
Our Project Managers have a focus in business, technical expertise and are critical thinkers
PMs think outside of the box and go beyond just managing a standard project and delivering frameworks
We strive in delivering fresh brand-new ideas, perspectives, and best practices for exceptional project assumptions, goals and approaches before executing a new project
PMs at AG Consulting Partners have consultative expertise to deliver the best high-value results to our clients and offer transformative solutions
Relationship building is a must. The PM provides leadership to our clients by developing a long-term strategy
Ability to lead stakeholder meetings, give valuable perspectives, and leverage best practices
Required skills and knowledge:
Able to develop meaningful and strong client relationships and be able to secure their expectations, deliverables, status, feedback, plans, and cadence with client
Must have partner incentives programs experience
Be familiar with providing correct Project Management Body of Knowledge (PMBOK) resources
Knowledge of being able to provide technical assessments
Ability to determine stakeholders and their challenges
Create a repeatable quality framework for clients by developing risk mitigation and transition plans
Be an evangelist and implement project structures (weekly status reports, meetings, etc)
Demonstrate ability to provide findings and recommendations
Detail, process and results driven
Qualifications:
Minimum BA/BS degree from a four-year accredited university
5+ years experience as a Project Manager working in the technology industry
Must be local to Greater Seattle area",4.9,"AG Consulting Partners, Inc.
4.9","Redmond, WA","Bellevue, WA",51 to 200 employees,2009,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
IT Project Manager,$44K-$115K (Glassdoor est.),"Role : IT Project Manager
Location : Los Angeles-Downtown
Duration : 6 months

The IT Project Manager is responsible for all aspects of the development and implementation of assigned software, hardware, infrastructure, and application projects, from the original concept to final implementation.

Experience Required:
Must have a B.S. or B.A. in Business Administration or Information Systems.
Must have 4-6 years of full-cycle project management experience in complex business and technical environments and in customizing, integrating, and/or implementing large scale enterprise software applications; Technical background as an Applications Developer is a plus.
Must possess an extensive understanding of Management Information Systems, software development, IT infrastructure, and relational database systems.
Must have in-depth understanding and strong knowledge of Software Develop Life Cycle (SDLC).
Must have experience in Microsoft Project, or any equivalent Project Portfolio Management tool.
Must have exceptional communication skills and a demonstrated ability to translate customers' needs into timely and accurate responses.
Must have strong team and time management skills in order to deliver solutions under very tight deadlines and within an environment of rapidly changing priorities.
Must have the desire to work in a fast-paced, dynamic, and product oriented environment.",4.4,"Appy Pie LLC
4.4","Seattle, WA","Walnut, CA",51 to 200 employees,-1,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
Project Manager,$44K-$115K (Glassdoor est.),"Thank you for considering a career with Pioneer Human Services!

We are currently looking for a Project Manager with a passion for human services.

WHO WE ARE

Pioneer Human Services (PHS) is a social enterprise that provides individuals with criminal histories the opportunity to lead healthy, productive lives. You may learn more about our organization, mission, and vision here: About Us.

POSITION SUMMARY

Project Manager will work together with stakeholders and project team members in managing investments in new and existing locations in a variety of business settings, including construction, manufacturing, health care, and business. The Project Manager will be responsible for the overall direction, coordination, implementation, execution and completion of specific projects to ensure consistency with company strategy, commitments and goals. The person in this role must have extensive experience managing projects from kick-off to go-live. The ability to work with clients and team members and communicate with is critical to the success of this role.

WHAT YOU'LL DO:

Lead initiation, planning, and implementation of all phases of the project (30%)
Identify and elaborate sponsor and stakeholder requirements.
Facilitate the definition of project scope, goals and deliverables.
Define project work breakdown structure, tasks and resource requirements.
Develop and manage full scale project plans, dependencies, and schedules using Microsoft and other software to ensure on-time delivery.
Form and communicate project recommendations to all organizational levels, including project sponsor, project team members, and top-level Executives.
Provide project management expertise throughout the project (25%)
Provide direction, lead, and support the project team.
Vendor/supplier contract and relationship management.
Track project deliverables and communicate with sponsors to deliver on-time and within scope and budget (20%)
Keep all stakeholders updated on progress on project using earned value management techniques for schedule and cost performance reporting.
Implement and manage project scope and incremental changes and interventions to achieve defined project outputs.
Identify, manage and escalate risks for timely mitigation.
Ensure proper documentation is complete including project closure (20%)
Design documents, technical specifications, process documentation specifications, deployment documents, interface documents, lesson learned and interim reports as needed.
WHAT YOU'LL BRING:

Required Qualifications
B.A. or B.S. in a related field is required
8+ years proven experience as a Project Manager
PMP Certification
Experience with project management tools and methodologies
Preferred/Desirable Qualifications
3+ years with a top tier firm
WHAT WE OFFER
Stability: we have over 50 years of success in Washington State.
Impact: Pioneer provides a chance for change to over 3,000 people on any given day.
Reputation: we are a nationally recognized non-profit with 50+ locations across Washington state.
Tuition assistance program: Pioneer pays 100% of the tuition for a bachelor's degree, and 50% for graduate programs.
Retirement plan: Pioneer contributes 4.5% of an employees' annual compensation into retirement plans. An additional 3.5% match is offered to those who contribute 6% on their own.
EEO

Pioneer human services is an equal opportunity employer of minorities/women/individuals with disabilities/protected veterans and does not unlawfully discriminate under federal, state, or local laws. All qualified applicants will receive consideration for employment without regard to race, color, religion, national origin, gender, sexual orientation, gender identity, age, physical or mental disability, or protected veteran status. EEO is the law poster EEO is the law poster supplement

PIONEER HUMAN SERVICES IS A DRUG FREE COMPANY

In addition to pre-employment drug screening, Pioneer reserves the right to conduct random sample alcohol or drug testing of all employees. Please note that our drug-free policy includes marijuana and there are no exceptions for those with medical marijuana prescriptions.

SDL2017",3.6,"Pioneer Human Services
3.6","Seattle, WA","Seattle, WA",1001 to 5000 employees,1963,Nonprofit Organization,Social Assistance,Non-Profit,$50 to $100 million (USD),-1
Landscape Construction Foreman / Project Manager,$44K-$115K (Glassdoor est.),"We are looking for a motivated, reliable, hard working and detail oriented individual to join our team.
An understanding of hardscape, plant, built structure and irrigation installation is a must
3 to 4 years landscape installation experience necessary
Project management and administration skills a plus
Individuals applying should be able to lift 50lbs repeatedly and be able to work an active 8 hr day
Current valid drivers license and clean driving record required
Reliable transportation which can transport materials is a plus
Professional outlook and timeliness a must!",4.6,"W3Global
4.6","Seattle, WA","Frisco, TX",51 to 200 employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),-1
